Lithology,Tops,Score,Porosity
sandstone,4506.6,400.0,0.213194189
sandstone,4509.1,400.0,0.202516098
sandstone,4511.6,400.0,0.205154795
sandstone,4514.1,400.0,0.2117169
shale,4516.6,420.0,0.204709014
shale,4519.1,420.0,0.159461372
shale,4521.6,420.0,0.154775502
shale,4524.1,420.0,0.15451361
shale,4526.6,420.0,0.15648273
shale,4529.1,420.0,0.163681246
shale,4531.6,420.0,0.178600246
shale,4534.1,420.0,0.179888734
shale,4536.6,420.0,0.178895423
shale,4539.1,420.0,0.175047963
shale,4541.6,420.0,0.170638812
shale,4544.1,420.0,0.169539099
shale,4546.6,420.0,0.171470975
shale,4549.1,420.0,0.178779177
shale,4551.6,420.0,0.181255282
shale,4554.1,420.0,0.187957933
shale,4556.6,420.0,0.19192034
sandstone,4559.1,400.0,0.1946328
sandstone,4561.6,400.0,0.198471381
sandstone,4564.1,400.0,0.198481034
sandstone,4566.6,400.0,0.199347918
sandstone,4569.1,400.0,0.201591718
shale,4571.6,420.0,0.193936924
shale,4574.1,420.0,0.191418806
sandstone,4576.6,400.0,0.194455054
sandstone,4579.1,400.0,0.197459829
sandstone,4581.6,400.0,0.197081
sandstone,4584.1,400.0,0.1980776
shale,4586.6,420.0,0.193151811
shale,4589.1,420.0,0.190368533
shale,4591.6,420.0,0.181418
shale,4594.1,420.0,0.178423675
shale,4596.6,420.0,0.175997146
shale,4599.1,420.0,0.172877652
shale,4601.6,420.0,0.17557379
shale,4604.1,420.0,0.184932784
sandstone,4606.6,400.0,0.201231145
sandstone,4609.1,400.0,0.208899883
sandstone,4611.6,400.0,0.21429123
sandstone,4614.1,400.0,0.213849859
sandstone,4616.6,400.0,0.210207148
sandstone,4619.1,400.0,0.200317579
sandstone,4621.6,400.0,0.201239361
sandstone,4624.1,400.0,0.21001317
sandstone,4626.6,400.0,0.217501794
sandstone,4629.1,400.0,0.223976653
sandstone,4631.6,400.0,0.224062659
sandstone,4634.1,400.0,0.212899418
sandstone,4636.6,400.0,0.199539014
shale,4639.1,420.0,0.190538044
shale,4641.6,420.0,0.181306644
shale,4644.1,420.0,0.178911827
shale,4646.6,420.0,0.177000474
shale,4649.1,420.0,0.174749327
shale,4651.6,420.0,0.173128377
shale,4654.1,420.0,0.164563681
shale,4656.6,420.0,0.158496054
shale,4659.1,420.0,0.152575975
shale,4661.6,420.0,0.153871759
shale,4664.1,420.0,0.165465492
shale,4666.6,420.0,0.167921441
shale,4669.1,420.0,0.179319454
shale,4671.6,420.0,0.186713442
shale,4674.1,420.0,0.189983757
shale,4676.6,420.0,0.1899039
shale,4679.1,420.0,0.187018766
shale,4681.6,420.0,0.186040703
shale,4684.1,420.0,0.184873582
shale,4686.6,420.0,0.184595156
shale,4689.1,420.0,0.184521854
shale,4691.6,420.0,0.184429202
shale,4694.1,420.0,0.184789138
shale,4696.6,420.0,0.188533977
sandstone,4699.1,400.0,0.190877002
sandstone,4701.6,400.0,0.195072407
sandstone,4704.1,400.0,0.195011485
sandstone,4706.6,400.0,0.194246167
sandstone,4709.1,400.0,0.194723
shale,4711.6,420.0,0.189848078
shale,4714.1,420.0,0.186938912
shale,4716.6,420.0,0.187018169
shale,4719.1,420.0,0.190241182
sandstone,4721.6,400.0,0.194708502
sandstone,4724.1,400.0,0.199417393
sandstone,4726.6,400.0,0.199992327
sandstone,4729.1,400.0,0.190803399
shale,4731.6,420.0,0.186534983
shale,4734.1,420.0,0.176688806
shale,4736.6,420.0,0.170954411
shale,4739.1,420.0,0.16083889
shale,4741.6,420.0,0.155461545
shale,4744.1,420.0,0.154086859
shale,4746.6,420.0,0.151211296
shale,4749.1,420.0,0.151473695
shale,4751.6,420.0,0.162091646
shale,4754.1,420.0,0.17354453
shale,4756.6,420.0,0.177833756
shale,4759.1,420.0,0.189304651
sandstone,4761.6,400.0,0.19120484
sandstone,4764.1,400.0,0.193140811
sandstone,4766.6,400.0,0.195365399
sandstone,4769.1,400.0,0.201556057
sandstone,4771.6,400.0,0.218579789
sandstone,4774.1,400.0,0.224370662
sandstone,4776.6,400.0,0.22737068
sandstone,4779.1,400.0,0.227602904
sandstone,4781.6,400.0,0.227416549
sandstone,4784.1,400.0,0.229490854
sandstone,4786.6,400.0,0.231015197
sandstone,4789.1,400.0,0.23161563
sandstone,4791.6,400.0,0.230167071
sandstone,4794.1,400.0,0.223137845
sandstone,4796.6,400.0,0.213597038
sandstone,4799.1,400.0,0.210723625
sandstone,4801.6,400.0,0.206082124
sandstone,4804.1,400.0,0.207420581
sandstone,4806.6,400.0,0.211376
sandstone,4809.1,400.0,0.211269976
sandstone,4811.6,400.0,0.208661563
sandstone,4814.1,400.0,0.200928736
sandstone,4816.6,400.0,0.202636143
sandstone,4819.1,400.0,0.20592079
sandstone,4821.6,400.0,0.206646542
sandstone,4824.1,400.0,0.20843883
sandstone,4826.6,400.0,0.202212108
sandstone,4829.1,400.0,0.19905427
sandstone,4831.6,400.0,0.196487015
sandstone,4834.1,400.0,0.196602691
sandstone,4836.6,400.0,0.19587504
sandstone,4839.1,400.0,0.196829486
sandstone,4841.6,400.0,0.198543537
sandstone,4844.1,400.0,0.199426993
sandstone,4846.6,400.0,0.199712815
sandstone,4849.1,400.0,0.200318105
sandstone,4851.6,400.0,0.199704
sandstone,4854.1,400.0,0.193621
sandstone,4856.6,400.0,0.194282082
sandstone,4859.1,400.0,0.196748653
sandstone,4861.6,400.0,0.193848322
sandstone,4864.1,400.0,0.193972074
sandstone,4866.6,400.0,0.195373064
sandstone,4869.1,400.0,0.199675363
sandstone,4871.6,400.0,0.211935186
sandstone,4874.1,400.0,0.21973183
sandstone,4876.6,400.0,0.221548134
sandstone,4879.1,400.0,0.218680218
sandstone,4881.6,400.0,0.215972753
sandstone,4884.1,400.0,0.212407998
sandstone,4886.6,400.0,0.209249716
sandstone,4889.1,400.0,0.206293706
sandstone,4891.6,400.0,0.206089399
sandstone,4894.1,400.0,0.200227153
sandstone,4896.6,400.0,0.193225794
shale,4899.1,420.0,0.185391865
shale,4901.6,420.0,0.18198843
shale,4904.1,420.0,0.172857873
sandstone,4906.6,400.0,0.181240792
sandstone,4909.1,400.0,0.213071507
sandstone,4911.6,400.0,0.220505224
sandstone,4914.1,400.0,0.242044504
sandstone,4916.6,400.0,0.237042943
sandstone,4919.1,400.0,0.225098871
sandstone,4921.6,400.0,0.197992226
shale,4924.1,420.0,0.183354807
sandstone,4926.6,400.0,0.19400677
sandstone,4929.1,400.0,0.203915013
sandstone,4931.6,400.0,0.208534309
sandstone,4934.1,400.0,0.219928398
sandstone,4936.6,400.0,0.211906743
sandstone,4939.1,400.0,0.20789406
sandstone,4941.6,400.0,0.190306196
shale,4944.1,420.0,0.185861116
shale,4946.6,420.0,0.184464321
sandstone,4949.1,400.0,0.186551837
sandstone,4951.6,400.0,0.199699399
sandstone,4954.1,400.0,0.206534584
sandstone,4956.6,400.0,0.214869259
sandstone,4959.1,400.0,0.232374677
sandstone,4961.6,400.0,0.24770067
sandstone,4964.1,400.0,0.290991451
sandstone,4966.6,400.0,0.311576047
sandstone,4969.1,400.0,0.316145375
sandstone,4971.6,400.0,0.297204284
sandstone,4974.1,400.0,0.25264471
sandstone,4976.6,400.0,0.239860561
sandstone,4979.1,400.0,0.23391005
sandstone,4981.6,400.0,0.228522279
sandstone,4984.1,400.0,0.226836019
sandstone,4986.6,400.0,0.222742
sandstone,4989.1,400.0,0.201649386
sandstone,4991.6,400.0,0.194108647
sandstone,4994.1,400.0,0.192859602
sandstone,4996.6,400.0,0.193126989
sandstone,4999.1,400.0,0.194012298
sandstone,5001.6,400.0,0.194295175
sandstone,5004.1,400.0,0.196295585
sandstone,5006.6,400.0,0.199494748
sandstone,5009.1,400.0,0.201775758
sandstone,5011.6,400.0,0.199514
sandstone,5014.1,400.0,0.194410755
sandstone,5016.6,400.0,0.199658959
sandstone,5019.1,400.0,0.21556933
sandstone,5021.6,400.0,0.23803934
sandstone,5024.1,400.0,0.287278015
sandstone,5026.6,400.0,0.308478
sandstone,5029.1,400.0,0.279286662
sandstone,5031.6,400.0,0.237067422
sandstone,5034.1,400.0,0.20439634
sandstone,5036.6,400.0,0.192742513
sandstone,5039.1,400.0,0.18891044
sandstone,5041.6,400.0,0.185730524
shale,5044.1,420.0,0.181484895
shale,5046.6,420.0,0.177479469
shale,5049.1,420.0,0.182828934
sandstone,5051.6,400.0,0.185153395
sandstone,5054.1,400.0,0.195585122
sandstone,5056.6,400.0,0.202410396
sandstone,5059.1,400.0,0.20418456200000001
sandstone,5061.6,400.0,0.197658161
sandstone,5064.1,400.0,0.188740216
shale,5066.6,420.0,0.178936519
shale,5069.1,420.0,0.177256306
shale,5071.6,420.0,0.177480738
shale,5074.1,420.0,0.179381114
sandstone,5076.6,400.0,0.185625574
sandstone,5079.1,400.0,0.187770601
sandstone,5081.6,400.0,0.187858412
sandstone,5084.1,400.0,0.187391751
shale,5086.6,420.0,0.180250255
shale,5089.1,420.0,0.168661447
shale,5091.6,420.0,0.163601265
shale,5094.1,420.0,0.152811805
shale,5096.6,420.0,0.140211902
shale,5099.1,420.0,0.128442951
shale,5101.6,420.0,0.118935425
shale,5104.1,420.0,0.127692317
shale,5106.6,420.0,0.133744441
shale,5109.1,420.0,0.15877721
shale,5111.6,420.0,0.172980316
sandstone,5114.1,400.0,0.179976286
shale,5116.6,420.0,0.176552935
shale,5119.1,420.0,0.161709101
shale,5121.6,420.0,0.155029668
shale,5124.1,420.0,0.145805621
shale,5126.6,420.0,0.140400773
shale,5129.1,420.0,0.144686529
shale,5131.6,420.0,0.158765407
shale,5134.1,420.0,0.161471233
shale,5136.6,420.0,0.158352363
shale,5139.1,420.0,0.152764447
shale,5141.6,420.0,0.14982288
shale,5144.1,420.0,0.151152915
shale,5146.6,420.0,0.157680488
shale,5149.1,420.0,0.175240579
sandstone,5151.6,400.0,0.185612862
sandstone,5154.1,400.0,0.190380422
sandstone,5156.6,400.0,0.190307622
sandstone,5159.1,400.0,0.185005503
shale,5161.6,420.0,0.176806255
shale,5164.1,420.0,0.177427808
sandstone,5166.6,400.0,0.180998054
sandstone,5169.1,400.0,0.181281093
sandstone,5171.6,400.0,0.186129678
sandstone,5174.1,400.0,0.185641494
sandstone,5176.6,400.0,0.182991392
sandstone,5179.1,400.0,0.182610599
sandstone,5181.6,400.0,0.185797664
sandstone,5184.1,400.0,0.186752211
sandstone,5186.6,400.0,0.188477186
sandstone,5189.1,400.0,0.188105786
sandstone,5191.6,400.0,0.188174519
sandstone,5194.1,400.0,0.188810306
sandstone,5196.6,400.0,0.188764868
sandstone,5199.1,400.0,0.186979642
sandstone,5201.6,400.0,0.189033663
sandstone,5204.1,400.0,0.188052199
sandstone,5206.6,400.0,0.187641132
sandstone,5209.1,400.0,0.191168639
sandstone,5211.6,400.0,0.195209551
sandstone,5214.1,400.0,0.195907934
sandstone,5216.6,400.0,0.191755413
sandstone,5219.1,400.0,0.188428082
sandstone,5221.6,400.0,0.187921
sandstone,5224.1,400.0,0.188555357
sandstone,5226.6,400.0,0.194412873
sandstone,5229.1,400.0,0.199889271
sandstone,5231.6,400.0,0.200181326
sandstone,5234.1,400.0,0.19811931
sandstone,5236.6,400.0,0.196970279
sandstone,5239.1,400.0,0.192117901
sandstone,5241.6,400.0,0.187855577
sandstone,5244.1,400.0,0.186271036
sandstone,5246.6,400.0,0.189094612
sandstone,5249.1,400.0,0.193579
sandstone,5251.6,400.0,0.197465214
sandstone,5254.1,400.0,0.199617429
sandstone,5256.6,400.0,0.198408431
sandstone,5259.1,400.0,0.199617304
sandstone,5261.6,400.0,0.198910966
sandstone,5264.1,400.0,0.197061898
sandstone,5266.6,400.0,0.194160493
sandstone,5269.1,400.0,0.193818347
sandstone,5271.6,400.0,0.193202624
sandstone,5274.1,400.0,0.198229295
sandstone,5276.6,400.0,0.19902
sandstone,5279.1,400.0,0.208756891
sandstone,5281.6,400.0,0.212637236
sandstone,5284.1,400.0,0.209774389
sandstone,5286.6,400.0,0.20324266
sandstone,5289.1,400.0,0.196657851
sandstone,5291.6,400.0,0.188625499
sandstone,5294.1,400.0,0.185362734
sandstone,5296.6,400.0,0.183455703
sandstone,5299.1,400.0,0.181546641
shale,5301.6,420.0,0.174138532
shale,5304.1,420.0,0.173927172
sandstone,5306.6,400.0,0.178073634
sandstone,5309.1,400.0,0.179188986
sandstone,5311.6,400.0,0.182034654
sandstone,5314.1,400.0,0.185169914
sandstone,5316.6,400.0,0.195998564
sandstone,5319.1,400.0,0.19900379
sandstone,5321.6,400.0,0.200908609
sandstone,5324.1,400.0,0.189532454
shale,5326.6,420.0,0.172787
shale,5329.1,420.0,0.154081893
shale,5331.6,420.0,0.145059617
shale,5334.1,420.0,0.143311971
shale,5336.6,420.0,0.146075135
sandstone,5339.1,400.0,0.163658703
sandstone,5341.6,400.0,0.178012361
sandstone,5344.1,400.0,0.194994517
sandstone,5346.6,400.0,0.196286175
sandstone,5349.1,400.0,0.193926097
sandstone,5351.6,400.0,0.186149264
sandstone,5354.1,400.0,0.187169964
sandstone,5356.6,400.0,0.191683677
sandstone,5359.1,400.0,0.198331528
sandstone,5361.6,400.0,0.198449656
sandstone,5364.1,400.0,0.197203467
sandstone,5366.6,400.0,0.195179731
sandstone,5369.1,400.0,0.195427801
sandstone,5371.6,400.0,0.201947086
sandstone,5374.1,400.0,0.209901493
sandstone,5376.6,400.0,0.210982847
sandstone,5379.1,400.0,0.213071882
sandstone,5381.6,400.0,0.214212918
sandstone,5384.1,400.0,0.21799387
sandstone,5386.6,400.0,0.219101315
sandstone,5389.1,400.0,0.219129344
sandstone,5391.6,400.0,0.206356
sandstone,5394.1,400.0,0.197865015
shale,5396.6,420.0,0.171712143
shale,5399.1,420.0,0.156517215
shale,5401.6,420.0,0.15159737
shale,5404.1,420.0,0.155037859
shale,5406.6,420.0,0.163078488
sandstone,5409.1,400.0,0.173113241
sandstone,5411.6,400.0,0.181726946
sandstone,5414.1,400.0,0.192994783
sandstone,5416.6,400.0,0.198507709
sandstone,5419.1,400.0,0.19908539
sandstone,5421.6,400.0,0.203665303
sandstone,5424.1,400.0,0.20451896
sandstone,5426.6,400.0,0.201758946
sandstone,5429.1,400.0,0.19903463
sandstone,5431.6,400.0,0.196925646
sandstone,5434.1,400.0,0.198041646
sandstone,5436.6,400.0,0.198240296
sandstone,5439.1,400.0,0.199980449
sandstone,5441.6,400.0,0.198659122
sandstone,5444.1,400.0,0.194552514
sandstone,5446.6,400.0,0.190748599
sandstone,5449.1,400.0,0.183355979
sandstone,5451.6,400.0,0.182964498
sandstone,5454.1,400.0,0.182425501
sandstone,5456.6,400.0,0.185100539
sandstone,5459.1,400.0,0.194547429
sandstone,5461.6,400.0,0.197167632
sandstone,5464.1,400.0,0.212154543
sandstone,5466.6,400.0,0.217334065
sandstone,5469.1,400.0,0.218546692
sandstone,5471.6,400.0,0.218908773
sandstone,5474.1,400.0,0.216202366
sandstone,5476.6,400.0,0.215995876
sandstone,5479.1,400.0,0.215337091
sandstone,5481.6,400.0,0.213509458
sandstone,5484.1,400.0,0.211778485
sandstone,5486.6,400.0,0.210696321
sandstone,5489.1,400.0,0.209886894
sandstone,5491.6,400.0,0.208671102
sandstone,5494.1,400.0,0.207285028
sandstone,5496.6,400.0,0.205783925
sandstone,5499.1,400.0,0.200572593
sandstone,5501.6,400.0,0.188505727
sandstone,5504.1,400.0,0.184472319
sandstone,5506.6,400.0,0.174980526
shale,5509.1,420.0,0.169284142
shale,5511.6,420.0,0.161776543
shale,5514.1,420.0,0.154520919
shale,5516.6,420.0,0.152021002
shale,5519.1,420.0,0.141921814
shale,5521.6,420.0,0.140660838
shale,5524.1,420.0,0.139396219
shale,5526.6,420.0,0.141226045
shale,5529.1,420.0,0.143901331
shale,5531.6,420.0,0.147976996
shale,5534.1,420.0,0.144714257
shale,5536.6,420.0,0.13949604
shale,5539.1,420.0,0.133584249
shale,5541.6,420.0,0.13515803
shale,5544.1,420.0,0.148518639
sandstone,5546.6,400.0,0.177867868
sandstone,5549.1,400.0,0.18349425
sandstone,5551.6,400.0,0.187911056
sandstone,5554.1,400.0,0.18212351
sandstone,5556.6,400.0,0.170002438
shale,5559.1,420.0,0.167341358
shale,5561.6,420.0,0.167204934
shale,5564.1,420.0,0.168095
shale,5566.6,420.0,0.167882517
shale,5569.1,420.0,0.167901608
sandstone,5571.6,400.0,0.171095049
sandstone,5574.1,400.0,0.175954197
sandstone,5576.6,400.0,0.179981428
sandstone,5579.1,400.0,0.185397824
sandstone,5581.6,400.0,0.19207448
sandstone,5584.1,400.0,0.204871544
sandstone,5586.6,400.0,0.216344616
sandstone,5589.1,400.0,0.219427153
sandstone,5591.6,400.0,0.217753873
sandstone,5594.1,400.0,0.215288
sandstone,5596.6,400.0,0.204230612
sandstone,5599.1,400.0,0.199932946
sandstone,5601.6,400.0,0.193428633
sandstone,5604.1,400.0,0.193288449
sandstone,5606.6,400.0,0.191840515
sandstone,5609.1,400.0,0.193363148
sandstone,5611.6,400.0,0.197945003
sandstone,5614.1,400.0,0.203432496
sandstone,5616.6,400.0,0.207692827
sandstone,5619.1,400.0,0.210292671
sandstone,5621.6,400.0,0.210659611
sandstone,5624.1,400.0,0.208758836
sandstone,5626.6,400.0,0.196688498
sandstone,5629.1,400.0,0.192115243
sandstone,5631.6,400.0,0.184077183
sandstone,5634.1,400.0,0.191969876
sandstone,5636.6,400.0,0.19608899
sandstone,5639.1,400.0,0.203719961
sandstone,5641.6,400.0,0.204239202
sandstone,5644.1,400.0,0.194841085
sandstone,5646.6,400.0,0.185302826
sandstone,5649.1,400.0,0.171471714
sandstone,5651.6,400.0,0.179524814
sandstone,5654.1,400.0,0.188146376
sandstone,5656.6,400.0,0.19440611
sandstone,5659.1,400.0,0.196781203
sandstone,5661.6,400.0,0.194107637
sandstone,5664.1,400.0,0.189867062
sandstone,5666.6,400.0,0.188674045
sandstone,5669.1,400.0,0.187413475
sandstone,5671.6,400.0,0.185990868
sandstone,5674.1,400.0,0.180942994
sandstone,5676.6,400.0,0.179707
sandstone,5679.1,400.0,0.179857849
sandstone,5681.6,400.0,0.181872
sandstone,5684.1,400.0,0.184420366
sandstone,5686.6,400.0,0.184645409
sandstone,5689.1,400.0,0.182801223
sandstone,5691.6,400.0,0.181932798
sandstone,5694.1,400.0,0.182890862
sandstone,5696.6,400.0,0.188202178
sandstone,5699.1,400.0,0.196698546
sandstone,5701.6,400.0,0.208285606
sandstone,5704.1,400.0,0.210767
sandstone,5706.6,400.0,0.218426548
sandstone,5709.1,400.0,0.220858146
sandstone,5711.6,400.0,0.217968189
sandstone,5714.1,400.0,0.208943988
sandstone,5716.6,400.0,0.200620106
sandstone,5719.1,400.0,0.198608299
sandstone,5721.6,400.0,0.195977139
sandstone,5724.1,400.0,0.195900162
sandstone,5726.6,400.0,0.19482368
sandstone,5729.1,400.0,0.193693925
sandstone,5731.6,400.0,0.189187093
sandstone,5734.1,400.0,0.183959616
sandstone,5736.6,400.0,0.183016118
sandstone,5739.1,400.0,0.1810727
sandstone,5741.6,400.0,0.179346274
sandstone,5744.1,400.0,0.180806764
sandstone,5746.6,400.0,0.181418763
sandstone,5749.1,400.0,0.189862311
sandstone,5751.6,400.0,0.192686082
sandstone,5754.1,400.0,0.191388556
sandstone,5756.6,400.0,0.190150881
sandstone,5759.1,400.0,0.185050349
sandstone,5761.6,400.0,0.18505301
sandstone,5764.1,400.0,0.188604088
sandstone,5766.6,400.0,0.198050833
sandstone,5769.1,400.0,0.204296411
sandstone,5771.6,400.0,0.213530541
sandstone,5774.1,400.0,0.215460479
sandstone,5776.6,400.0,0.213490348
sandstone,5779.1,400.0,0.207786402
sandstone,5781.6,400.0,0.205184665
sandstone,5784.1,400.0,0.195820532
sandstone,5786.6,400.0,0.207795751
sandstone,5789.1,400.0,0.220163174
sandstone,5791.6,400.0,0.226628492
sandstone,5794.1,400.0,0.236036623
sandstone,5796.6,400.0,0.236168568
sandstone,5799.1,400.0,0.233830928
sandstone,5801.6,400.0,0.226821889
