Lithology,Tops,Score,Porosity
shale,4604.1,1155.0,0.167161648625802
shale,4606.6,1155.0,0.189249042788601
sandstone,4609.1,1135.0,0.183582092816748
sandstone,4611.6,1135.0,0.188958994287354
sandstone,4614.1,1135.0,0.209323013548223
sandstone,4616.6,1135.0,0.216602295950016
sandstone,4619.1,1135.0,0.212452803901796
shale,4621.6,1155.0,0.182708823228225
shale,4624.1,1155.0,0.204100372090542
sandstone,4626.6,1135.0,0.184705144041355
sandstone,4629.1,1135.0,0.202683072881042
sandstone,4631.6,1135.0,0.213956409075988
sandstone,4634.1,1135.0,0.211045600559779
shale,4636.6,1155.0,0.196020709297666
sandstone,4639.1,1135.0,0.183963764905382
sandstone,4641.6,1135.0,0.210442623077096
sandstone,4644.1,1135.0,0.194977849615781
sandstone,4646.6,1135.0,0.20863088793578
sandstone,4649.1,1135.0,0.188908492585701
sandstone,4651.6,1135.0,0.213320729632771
sandstone,4654.1,1135.0,0.197621061581477
sandstone,4656.6,1135.0,0.209533871956048
sandstone,4659.1,1135.0,0.197835388170144
sandstone,4661.6,1135.0,0.199061813870351
sandstone,4664.1,1135.0,0.191958143105485
sandstone,4666.6,1135.0,0.202341933585395
sandstone,4669.1,1135.0,0.208014089425567
sandstone,4671.6,1135.0,0.210041573853378
sandstone,4674.1,1135.0,0.202454816417016
sandstone,4676.6,1135.0,0.209098377855476
sandstone,4679.1,1135.0,0.202096793859577
sandstone,4681.6,1135.0,0.204862902633798
sandstone,4684.1,1135.0,0.195311236332553
sandstone,4686.6,1135.0,0.211563275577685
sandstone,4689.1,1135.0,0.201652005950062
sandstone,4691.6,1135.0,0.211422669835255
sandstone,4694.1,1135.0,0.211903633923326
sandstone,4696.6,1135.0,0.209876614739561
sandstone,4699.1,1135.0,0.203577165146102
sandstone,4701.6,1135.0,0.204366859185588
sandstone,4704.1,1135.0,0.214178805763286
sandstone,4706.6,1135.0,0.20514757149063
sandstone,4709.1,1135.0,0.199876879345729
sandstone,4711.6,1135.0,0.201771776186551
sandstone,4714.1,1135.0,0.202034476046128
sandstone,4716.6,1135.0,0.214320735492191
sandstone,4719.1,1135.0,0.214974212763975
sandstone,4721.6,1135.0,0.2200586768826
sandstone,4724.1,1135.0,0.209662122721231
sandstone,4726.6,1135.0,0.219402090289615
sandstone,4729.1,1135.0,0.200864553212241
sandstone,4731.6,1135.0,0.199202830334623
sandstone,4734.1,1135.0,0.214449087111636
sandstone,4736.6,1135.0,0.207544338620045
sandstone,4739.1,1135.0,0.239020760535798
sandstone,4741.6,1135.0,0.227984800142314
sandstone,4744.1,1135.0,0.220158946079563
sandstone,4746.6,1135.0,0.209831376651314
sandstone,4749.1,1135.0,0.213751666145901
sandstone,4751.6,1135.0,0.214863302455051
sandstone,4754.1,1135.0,0.213313269718376
sandstone,4756.6,1135.0,0.195773516333665
sandstone,4759.1,1135.0,0.181464631086653
shale,4761.6,1155.0,0.187162496014148
sandstone,4764.1,1135.0,0.183486698389369
sandstone,4766.6,1135.0,0.194476795855049
sandstone,4769.1,1135.0,0.189877419946363
sandstone,4771.6,1135.0,0.197068984944061
sandstone,4774.1,1135.0,0.194641487815101
sandstone,4776.6,1135.0,0.217305872447201
sandstone,4779.1,1135.0,0.209654525756344
sandstone,4781.6,1135.0,0.202471520030232
sandstone,4784.1,1135.0,0.206804105124198
shale,4786.6,1155.0,0.184233251992875
shale,4789.1,1155.0,0.183280004227445
shale,4791.6,1155.0,0.143210626566412
shale,4794.1,1155.0,0.146342240921841
shale,4796.6,1155.0,0.161612408428944
shale,4799.1,1155.0,0.18541791710998
sandstone,4801.6,1135.0,0.195790472445155
sandstone,4804.1,1135.0,0.207532153121963
sandstone,4806.6,1135.0,0.218492965428896
sandstone,4809.1,1135.0,0.19541498693803
sandstone,4811.6,1135.0,0.210458459554866
sandstone,4814.1,1135.0,0.215006734842072
sandstone,4816.6,1135.0,0.205238044443381
sandstone,4819.1,1135.0,0.2157017053155
sandstone,4821.6,1135.0,0.22494239850908
sandstone,4824.1,1135.0,0.207230917261893
sandstone,4826.6,1135.0,0.212684439576356
sandstone,4829.1,1135.0,0.223337591282829
sandstone,4831.6,1135.0,0.219974174550329
sandstone,4834.1,1135.0,0.217780152834198
sandstone,4836.6,1135.0,0.218055840229578
sandstone,4839.1,1135.0,0.236773645448047
sandstone,4841.6,1135.0,0.223899353974848
sandstone,4844.1,1135.0,0.219782429413718
sandstone,4846.6,1135.0,0.223955631249044
sandstone,4849.1,1135.0,0.237895853458721
sandstone,4851.6,1135.0,0.211858553266729
sandstone,4854.1,1135.0,0.223001519705444
shale,4856.6,1155.0,0.187324525197023
shale,4859.1,1155.0,0.157942475526323
shale,4861.6,1155.0,0.165248266349404
shale,4864.1,1155.0,0.169320384316533
shale,4866.6,1155.0,0.186131635640834
shale,4869.1,1155.0,0.184631545362099
sandstone,4871.6,1135.0,0.189113374032695
sandstone,4874.1,1135.0,0.220038455081693
sandstone,4876.6,1135.0,0.218079866567173
sandstone,4879.1,1135.0,0.210325764646454
sandstone,4881.6,1135.0,0.218707107814415
sandstone,4884.1,1135.0,0.223199926821319
sandstone,4886.6,1135.0,0.228027540462759
sandstone,4889.1,1135.0,0.223887054802166
sandstone,4891.6,1135.0,0.203230889784626
sandstone,4894.1,1135.0,0.222715779697631
sandstone,4896.6,1135.0,0.221208224524762
sandstone,4899.1,1135.0,0.211813198355663
sandstone,4901.6,1135.0,0.220664594374185
sandstone,4904.1,1135.0,0.204807041375379
sandstone,4906.6,1135.0,0.19051399656915
sandstone,4909.1,1135.0,0.206045442155059
sandstone,4911.6,1135.0,0.196654745713782
sandstone,4914.1,1135.0,0.194329448728484
sandstone,4916.6,1135.0,0.198100020297218
sandstone,4919.1,1135.0,0.195206428541585
sandstone,4921.6,1135.0,0.221845236514451
sandstone,4924.1,1135.0,0.226856662725587
sandstone,4926.6,1135.0,0.23805047149882
sandstone,4929.1,1135.0,0.248031431235912
sandstone,4931.6,1135.0,0.219807191488386
sandstone,4934.1,1135.0,0.218992034405842
sandstone,4936.6,1135.0,0.225410134805613
sandstone,4939.1,1135.0,0.221433755731436
sandstone,4941.6,1135.0,0.238456772619
sandstone,4944.1,1135.0,0.22266258643491
sandstone,4946.6,1135.0,0.216387674839862
sandstone,4949.1,1135.0,0.213167948013585
sandstone,4951.6,1135.0,0.209006391955942
sandstone,4954.1,1135.0,0.208820243271902
sandstone,4956.6,1135.0,0.215915161263697
sandstone,4959.1,1135.0,0.21486451259855
sandstone,4961.6,1135.0,0.21808395096513
sandstone,4964.1,1135.0,0.199651951824647
sandstone,4966.6,1135.0,0.202264507033078
shale,4969.1,1155.0,0.173123878939615
shale,4971.6,1155.0,0.162558259841581
shale,4974.1,1155.0,0.180536446955841
shale,4976.6,1155.0,0.174216731324191
shale,4979.1,1155.0,0.144866449604022
shale,4981.6,1155.0,0.148832335875497
shale,4984.1,1155.0,0.168241440947216
shale,4986.6,1155.0,0.164681702096736
shale,4989.1,1155.0,0.154028322759099
shale,4991.6,1155.0,0.167716631591043
shale,4994.1,1155.0,0.169931345220497
shale,4996.6,1155.0,0.15487198589461
shale,4999.1,1155.0,0.135821214062459
shale,5001.6,1155.0,0.145117649974993
shale,5004.1,1155.0,0.177850488974109
sandstone,5006.6,1135.0,0.189539594873253
sandstone,5009.1,1135.0,0.188531849178389
sandstone,5011.6,1135.0,0.197693158471503
sandstone,5014.1,1135.0,0.200046481261817
sandstone,5016.6,1135.0,0.191651952923081
sandstone,5019.1,1135.0,0.191788807935853
shale,5021.6,1155.0,0.172368448136741
sandstone,5024.1,1135.0,0.1884328550461
sandstone,5026.6,1135.0,0.17532316474668
sandstone,5029.1,1135.0,0.187369039714927
sandstone,5031.6,1135.0,0.191273772814859
sandstone,5034.1,1135.0,0.178246361104481
sandstone,5036.6,1135.0,0.188462755389591
sandstone,5039.1,1135.0,0.206465651561307
sandstone,5041.6,1135.0,0.208754028046384
sandstone,5044.1,1135.0,0.217521717384818
sandstone,5046.6,1135.0,0.218364871385048
sandstone,5049.1,1135.0,0.218765606128632
sandstone,5051.6,1135.0,0.229804554257105
sandstone,5054.1,1135.0,0.231426336195351
sandstone,5056.6,1135.0,0.214722666325139
sandstone,5059.1,1135.0,0.221863748776525
sandstone,5061.6,1135.0,0.217521500554012
sandstone,5064.1,1135.0,0.221908178014977
sandstone,5066.6,1135.0,0.203521857646046
sandstone,5069.1,1135.0,0.218268135091683
sandstone,5071.6,1135.0,0.21616186757755
sandstone,5074.1,1135.0,0.219009008085756
sandstone,5076.6,1135.0,0.230486682045688
sandstone,5079.1,1135.0,0.222102657473664
sandstone,5081.6,1135.0,0.218994531474455
sandstone,5084.1,1135.0,0.23293547292761
sandstone,5086.6,1135.0,0.215780895090144
sandstone,5089.1,1135.0,0.190269614533232
sandstone,5091.6,1135.0,0.211427478211842
sandstone,5094.1,1135.0,0.218857408344875
sandstone,5096.6,1135.0,0.197631517369005
sandstone,5099.1,1135.0,0.22075403923595
sandstone,5101.6,1135.0,0.207733663669642
sandstone,5104.1,1135.0,0.222303060845712
sandstone,5106.6,1135.0,0.1904364033547
sandstone,5109.1,1135.0,0.199836819190053
sandstone,5111.6,1135.0,0.180675948078726
sandstone,5114.1,1135.0,0.204736598716498
sandstone,5116.6,1135.0,0.218642061935393
sandstone,5119.1,1135.0,0.220596585949087
sandstone,5121.6,1135.0,0.210132124384641
sandstone,5124.1,1135.0,0.211643366861018
sandstone,5126.6,1135.0,0.202366788822355
sandstone,5129.1,1135.0,0.198690906681435
sandstone,5131.6,1135.0,0.19509348141164
sandstone,5134.1,1135.0,0.195234191536157
sandstone,5136.6,1135.0,0.206268169396302
sandstone,5139.1,1135.0,0.203925463430628
sandstone,5141.6,1135.0,0.204656233352748
sandstone,5144.1,1135.0,0.212722827414467
sandstone,5146.6,1135.0,0.207178903441085
sandstone,5149.1,1135.0,0.204377260797512
sandstone,5151.6,1135.0,0.183662800678852
sandstone,5154.1,1135.0,0.21195751794662
sandstone,5156.6,1135.0,0.185513041592753
sandstone,5159.1,1135.0,0.21700685408259
